season,season_start_year,season_end_year,season_week_index,season_chart_slot_index,month_index,month_name,month_number,calendar_year,month_week_slot,grade,grade_points,label_date,weather_window_start,weather_window_end,avg_weather_days_observed,avg_hours_above_freezing_sum_7d,avg_hours_above_freezing_mean_7d,avg_hours_above_freezing_max_7d,avg_hours_above_freezing_label_day,avg_temperature_mean_7d,avg_temperature_min_7d,avg_temperature_max_7d,avg_temperature_label_day,avg_humidity_mean_7d,avg_humidity_min_7d,avg_humidity_max_7d,avg_humidity_label_day,avg_snow_depth_mean_7d,avg_snow_depth_min_7d,avg_snow_depth_max_7d,avg_snow_depth_label_day,avg_wind_speed_mean_7d,avg_wind_speed_min_7d,avg_wind_speed_max_7d,avg_wind_speed_label_day,avg_rain_sum_7d,avg_rain_max_7d,avg_rain_label_day,avg_snowfall_sum_7d,avg_snowfall_max_7d,avg_snowfall_label_day
2011-12,2011,2012,19,26,6,March,3,2012,1,A,3,2012-03-03,2012-02-26,2012-03-03,7,22.5,3.2142857142857144,9.5,9.5,20.740178571428572,13.842708333333334,31.255208333333332,31.255208333333332,72.0922619047619,60.666666666666664,80.39583333333333,80.39583333333333,1.2934300595238095,1.1568333333333334,1.48403125,1.4816770833333333,7.830654761904761,3.232291666666667,11.55625,11.55625,0.126,0.066,0.033,5.4085,3.08,0.7925
2011-12,2011,2012,20,27,6,March,3,2012,2,B,2,2012-03-10,2012-03-04,2012-03-10,7,45.75,6.535714285714286,24.0,0.0,24.745386904761908,8.890625,44.05104166666667,22.362499999999997,65.36458333333333,54.927083333333336,72.67708333333333,61.041666666666664,1.2280163690476191,0.8813958333333334,1.42896875,0.9100104166666668,7.5220238095238106,4.135416666666667,11.902083333333334,4.303125,0.47875,0.28075,0.0,1.7845,1.03425,0.3117499999999999
2011-12,2011,2012,21,28,6,March,3,2012,3,C,1,2012-03-17,2012-03-11,2012-03-17,7,121.25,17.321428571428573,22.25,20.0,37.3375,27.846875,43.88020833333333,40.317708333333336,79.34523809523809,56.364583333333336,97.0625,84.08333333333334,0.48741071428571425,0.1815729166666667,0.89990625,0.1815729166666667,4.929017857142857,2.802083333333333,7.122916666666667,2.8208333333333337,0.6865,0.52825,0.0,0.0,0.0,0.0
2011-12,2011,2012,22,29,6,March,3,2012,4,D,0,2012-03-24,2012-03-18,2012-03-24,7,162.5,23.214285714285715,24.0,20.75,51.993898809523806,41.44791666666667,57.287499999999994,41.44791666666667,69.58928571428571,41.5,79.45833333333333,41.5,0.019877976190476185,0.0,0.10146875,0.0,5.073214285714285,4.125,6.754166666666666,4.13125,0.019,0.01,0.0,0.0,0.0,0.0
2011-12,2011,2012,23,30,6,March,3,2012,5,D,0,2012-03-31,2012-03-25,2012-03-31,7,71.75,10.25,21.25,8.5,31.09092261904762,22.797916666666666,40.11666666666667,31.514583333333334,60.58333333333333,32.75,84.36458333333333,54.98958333333333,0.03607886904761905,0.0,0.0730625,0.0730625,7.638690476190476,2.7427083333333333,11.83125,2.7427083333333333,0.33499999999999996,0.111,0.0,1.1432499999999999,0.59975,0.105
2011-12,2011,2012,24,31,7,April,4,2012,1,D,0,2012-04-07,2012-04-01,2012-04-07,7,82.0,11.714285714285714,19.0,10.5,32.14479166666667,30.457291666666663,35.733333333333334,31.93541666666667,60.26339285714287,46.57291666666667,70.96875,55.73958333333333,0.07098363095238093,0.066,0.0789895833333333,0.066,7.082291666666667,2.9895833333333335,9.159375,7.301041666666666,0.10075,0.045,0.0,0.29175,0.222,0.0
2011-12,2011,2012,25,32,7,April,4,2012,2,D,0,2012-04-14,2012-04-08,2012-04-14,7,124.75,17.821428571428573,19.75,19.75,37.24002976190476,33.253125,43.3375,43.3375,73.29761904761904,55.229166666666664,88.07291666666666,55.229166666666664,0.03290178571428572,0.0,0.06325,0.0,6.14375,4.3375,7.851041666666667,5.360416666666667,0.64625,0.25425,0.0,0.20799999999999988,0.1035,0.0
2010-11,2010,2011,1,4,1,October,10,2010,4,D,0,2010-10-23,2010-10-17,2010-10-23,7,126.75,18.107142857142858,22.75,11.25,36.811755952380956,31.655208333333334,40.30416666666667,32.27291666666667,72.78720238095238,63.34375,83.26041666666666,63.34375,0.04936607142857141,0.02096875,0.1221458333333333,0.033,7.710714285714287,5.385416666666666,10.339583333333334,8.091666666666667,0.3445,0.2855,0.0,0.16025,0.16025,0.0
2010-11,2010,2011,2,5,1,October,10,2010,5,D,0,2010-10-30,2010-10-24,2010-10-30,7,148.25,21.178571428571427,24.0,15.5,44.105654761904766,33.009375000000006,57.869791666666664,33.327083333333334,86.02083333333333,73.32291666666666,95.8125,80.91666666666666,0.007513392857142857,0.0,0.031625,0.006875,6.511160714285714,2.9260416666666664,9.027083333333334,6.613541666666666,1.03875,0.35175,0.131,0.43525,0.43525,0.43525
2010-11,2010,2011,3,6,2,November,11,2010,1,D,0,2010-11-06,2010-10-31,2010-11-06,7,94.0,13.428571428571429,18.0,17.5,32.15431547619048,29.72083333333333,34.920833333333334,32.971875,83.84523809523809,74.4375,99.85416666666666,86.0,0.06070089285714284,0.0373125,0.0769583333333333,0.0495,5.894642857142858,3.490625,8.287500000000001,5.873958333333333,0.9394999999999998,0.504,0.0,0.8937499999999999,0.32425,0.007
2010-11,2010,2011,4,7,2,November,11,2010,2,D,0,2010-11-13,2010-11-07,2010-11-13,7,104.25,14.892857142857142,19.5,18.0,34.523065476190474,28.884375,38.459375,38.459375,77.36904761904762,65.63541666666666,99.33333333333331,65.63541666666666,0.09711607142857138,0.0495,0.18153125,0.0515625,5.983928571428571,2.375,10.31875,3.127083333333333,0.829,0.72475,0.0,1.46925,1.46225,0.0
2010-11,2010,2011,5,8,2,November,11,2010,3,D,0,2010-11-20,2010-11-14,2010-11-20,7,110.75,15.821428571428571,23.75,8.75,35.585863095238096,27.51875,42.86145833333333,29.490625,80.14583333333334,66.52083333333334,95.19791666666669,66.52083333333334,0.019877976190476185,0.0,0.0456458333333333,0.0456458333333333,7.820833333333334,3.434375,11.440625,8.921875,0.9900000000000001,0.8195,0.022,0.5965,0.38875,0.14525
2010-11,2010,2011,6,9,2,November,11,2010,4,D,0,2010-11-27,2010-11-21,2010-11-27,7,48.75,6.964285714285714,22.0,1.0,29.366666666666667,22.852083333333333,42.59791666666666,25.176041666666663,69.4375,51.041666666666664,99.0625,64.60416666666666,0.042028273809523786,0.01065625,0.0970729166666666,0.0970729166666666,8.370684523809523,5.932291666666666,12.8875,9.463541666666666,0.77225,0.31925,0.001,1.4307500000000002,0.662,0.5675
2010-11,2010,2011,7,11,3,December,12,2010,1,D,0,2010-12-04,2010-11-28,2010-12-04,7,54.0,7.714285714285714,20.75,0.0,29.41383928571429,22.082291666666663,39.48020833333334,24.964583333333337,81.38690476190474,65.22916666666666,98.58333333333331,76.61458333333333,0.09922023809523807,0.0663020833333333,0.123,0.108125,7.779761904761904,3.176041666666667,16.721875,9.060416666666669,1.2192500000000002,0.60475,0.0,1.43125,0.77225,0.512
2010-11,2010,2011,8,12,3,December,12,2010,2,C,1,2010-12-11,2010-12-05,2010-12-11,7,4.25,0.6071428571428571,4.25,4.25,15.719047619047618,6.63125,23.42083333333333,23.42083333333333,72.33184523809524,65.98958333333334,76.08333333333333,76.08333333333333,0.29480505952380953,0.1401458333333333,0.3881354166666667,0.3881354166666667,7.446577380952382,5.125,10.051041666666666,6.725,0.001,0.001,0.0,3.5970000000000004,1.33425,0.2027499999999999
2010-11,2010,2011,9,13,3,December,12,2010,3,B,2,2010-12-18,2010-12-12,2010-12-18,7,25.25,3.607142857142857,17.75,0.0,16.355505952380955,4.540625,36.053125,14.534375,82.47023809523809,76.39583333333333,96.89583333333331,81.40625,0.43857886904761906,0.2723020833333333,0.51125,0.51125,6.698660714285714,4.509375,9.761458333333334,4.690625000000001,0.995,0.723,0.0,4.46925,1.641,0.014
2010-11,2010,2011,10,14,3,December,12,2010,4,B,2,2010-12-25,2010-12-19,2010-12-25,7,0.0,0.0,0.0,0.0,16.086011904761904,9.40625,22.744791666666668,9.40625,86.30059523809523,80.34375,90.03125,84.86458333333334,0.5958764880952382,0.492,0.71375,0.7092812500000001,6.563244047619047,2.807291666666667,10.133333333333333,4.947916666666667,0.0,0.0,0.0,2.92425,1.4835,0.0
2010-11,2010,2011,11,16,4,January,1,2011,1,C,1,2011-01-01,2010-12-26,2011-01-01,7,27.25,3.892857142857143,18.75,18.75,17.935416666666665,6.706250000000001,36.684375,36.684375,82.81696428571429,72.60416666666667,90.61458333333331,90.61458333333331,0.841672619047619,0.6972499999999999,0.9252395833333332,0.7402604166666666,7.067857142857143,4.115625,13.051041666666666,5.828125,0.013,0.013,0.013,2.4445,2.2695000000000003,0.0
2010-11,2010,2011,12,17,4,January,1,2011,2,B,2,2011-01-08,2011-01-02,2011-01-08,7,19.25,2.75,19.25,0.0,18.825,10.652083333333334,36.29375,15.739583333333332,74.01934523809523,61.11458333333333,90.22916666666669,80.46875,0.4432172619047619,0.39375,0.5178125,0.5178125,5.659672619047619,2.814583333333333,9.832291666666666,2.814583333333333,0.15375,0.15375,0.0,1.6985000000000001,0.94725,0.94725
2010-11,2010,2011,13,18,4,January,1,2011,3,A,3,2011-01-15,2011-01-09,2011-01-15,7,0.0,0.0,0.0,0.0,10.891964285714286,4.923958333333334,15.904166666666669,4.923958333333334,81.88690476190477,78.92708333333333,84.65625,79.23958333333334,0.8269940476190476,0.56784375,1.1099270833333337,1.0236979166666669,6.477827380952382,3.9833333333333334,9.214583333333334,4.713541666666666,0.0,0.0,0.0,6.25875,4.0927500000000006,0.4485
2010-11,2010,2011,14,19,4,January,1,2011,4,A,3,2011-01-22,2011-01-16,2011-01-22,7,0.0,0.0,0.0,0.0,9.964880952380952,-1.7520833333333334,22.328125,2.801041666666667,79.33035714285714,73.25,89.29166666666667,75.42708333333334,1.2668854166666665,1.100375,1.4583333333333333,1.4583333333333333,5.553720238095238,4.034375,7.955208333333332,5.190625,0.0,0.0,0.0,5.04,1.8055,0.0
2010-11,2010,2011,15,20,4,January,1,2011,5,A,3,2011-01-29,2011-01-23,2011-01-29,7,0.0,0.0,0.0,0.0,6.986011904761905,-15.382291666666664,17.67395833333333,15.472916666666666,77.80357142857144,66.67708333333333,84.27083333333334,82.625,1.4455729166666667,1.4012291666666667,1.4735625,1.4012291666666667,4.645833333333333,3.665625,5.620833333333334,4.136458333333334,0.0,0.0,0.0,0.77475,0.28625,0.2645
2010-11,2010,2011,16,21,5,February,2,2011,1,A,3,2011-02-05,2011-01-30,2011-02-05,7,3.25,0.4642857142857143,3.25,3.25,9.146279761904761,1.1218750000000002,16.33125,16.33125,76.63244047619048,69.25,83.61458333333334,72.02083333333334,1.7052261904761905,1.3960416666666666,2.0278333333333336,1.9262708333333336,4.9906250000000005,2.778125,7.440625000000001,6.232291666666667,0.005,0.005,0.005,7.171,4.4455,0.8130000000000001
2010-11,2010,2011,17,22,5,February,2,2011,2,A,3,2011-02-12,2011-02-06,2011-02-12,7,6.5,0.9285714285714286,4.5,0.0,14.27782738095238,3.1916666666666664,25.880208333333332,13.764583333333333,75.8497023809524,68.34375,86.63541666666666,70.80208333333333,2.2385327380952385,2.1735,2.283875,2.1735,7.337946428571429,5.540625,8.954166666666667,8.388541666666667,0.0837499999999999,0.0827499999999999,0.0,7.137000000000001,4.781750000000001,0.2575
2010-11,2010,2011,18,23,5,February,2,2011,3,B,2,2011-02-19,2011-02-13,2011-02-19,7,45.5,6.5,20.75,3.75,22.015922619047615,9.078125,38.99166666666667,20.295833333333334,73.33184523809523,63.364583333333336,82.30208333333333,66.1875,1.9742499999999998,1.6803333333333337,2.14653125,1.6803333333333337,8.823214285714284,4.296875,13.126041666666667,13.126041666666667,0.26274999999999993,0.16925,0.005,2.09,0.9275,0.9275
2010-11,2010,2011,19,24,5,February,2,2011,4,A,3,2011-02-26,2011-02-20,2011-02-26,7,4.75,0.6785714285714286,4.5,0.0,11.001339285714286,2.2583333333333333,25.645833333333336,14.001041666666666,71.3139880952381,59.520833333333336,88.22916666666666,73.97916666666667,1.796684523809524,1.6905312499999998,2.0498854166666667,2.0498854166666667,6.9434523809523805,5.59375,9.823958333333334,7.970833333333333,0.0,0.0,0.0,4.33175,3.57775,0.208
2010-11,2010,2011,20,26,6,March,3,2011,1,A,3,2011-03-05,2011-02-27,2011-03-05,7,16.25,2.3214285714285716,9.5,9.5,17.29791666666667,3.05625,31.233333333333334,31.233333333333334,72.96875,61.333333333333336,87.02083333333334,80.21875,2.197665178571429,2.1437083333333335,2.2464375,2.151125,8.41264880952381,3.9364583333333334,10.959375,10.822916666666668,0.6149999999999999,0.5077499999999999,0.10525,2.8665000000000003,1.179,0.16025
2010-11,2010,2011,21,27,6,March,3,2011,2,A,3,2011-03-12,2011-03-06,2011-03-12,7,60.0,8.571428571428571,20.5,14.0,26.418154761904763,14.071875,38.00520833333333,32.415625,81.18005952380953,67.9375,89.42708333333334,84.15625,2.847546130952381,1.926510416666667,3.2646875,2.7036354166666667,9.169345238095238,4.3916666666666675,13.307291666666666,6.8125,1.30575,0.78625,0.08975,18.878,13.92625,0.8280000000000001
2010-11,2010,2011,22,28,6,March,3,2011,3,B,2,2011-03-19,2011-03-13,2011-03-19,7,71.75,10.25,21.25,2.75,30.479166666666668,22.755208333333332,40.735416666666666,26.545833333333334,80.51339285714285,72.54166666666666,88.40625,74.40625,2.434111607142857,2.06096875,2.65434375,2.06096875,6.579464285714287,4.045833333333333,11.505208333333332,6.639583333333333,0.19274999999999998,0.14275,0.0,1.7452500000000002,0.76525,0.167
2010-11,2010,2011,23,29,6,March,3,2011,4,A,3,2011-03-26,2011-03-20,2011-03-26,7,10.75,1.5357142857142858,4.25,0.0,21.423214285714288,15.3,28.421875,15.3,72.17410714285714,63.395833333333336,84.40625,64.10416666666667,2.160791666666667,2.0349375,2.238125,2.18415625,6.380059523809524,2.596875,9.102083333333333,9.102083333333333,0.007,0.004,0.0,3.7312499999999997,2.2325,0.098
2010-11,2010,2011,24,31,7,April,4,2011,1,A,3,2011-04-02,2011-03-27,2011-04-02,7,35.25,5.035714285714286,9.5,9.5,24.373214285714283,15.375,31.50625,31.50625,72.36904761904762,58.552083333333336,88.625,81.41666666666667,2.148970238095238,2.0905625,2.255375,2.255375,7.36264880952381,4.296875,10.359375,8.205208333333333,0.03775,0.03275,0.03275,3.1795,2.30775,0.73875
2010-11,2010,2011,25,32,7,April,4,2011,2,B,2,2011-04-09,2011-04-03,2011-04-09,7,75.0,10.714285714285714,20.0,12.75,30.754761904761903,27.484375,37.190625,33.97708333333333,70.73511904761905,61.604166666666664,93.125,63.38541666666667,2.1525863095238096,2.0637916666666665,2.20359375,2.0637916666666665,6.503869047619048,2.9427083333333335,9.2875,4.602083333333333,0.7639999999999999,0.61225,0.0,2.8222499999999995,1.4405,0.0
2010-11,2010,2011,26,33,7,April,4,2011,3,C,1,2011-04-16,2011-04-10,2011-04-16,7,121.5,17.357142857142858,24.0,8.75,37.44092261904761,28.755208333333332,46.853125,28.755208333333332,73.80654761904762,50.322916666666664,92.04166666666669,61.85416666666667,1.228014880952381,0.88678125,1.9383541666666668,0.88678125,7.569642857142857,5.34375,9.733333333333334,9.733333333333334,1.3692500000000003,0.71175,0.014,0.24225,0.23525,0.23525
2010-11,2010,2011,27,34,7,April,4,2011,4,C,1,2011-04-23,2011-04-17,2011-04-23,7,117.5,16.785714285714285,20.0,18.5,34.97678571428572,33.18541666666667,38.37708333333333,33.671875,73.79166666666667,57.94791666666667,83.9375,79.59375,0.7183050595238095,0.6260625,0.85775,0.6260625,8.730803571428572,3.2416666666666663,12.755208333333334,10.367708333333333,1.2305,0.484,0.18975,1.85975,0.91025,0.91025
2010-11,2010,2011,28,36,8,May,5,2011,1,D,0,2011-05-07,2011-05-01,2011-05-07,7,155.75,22.25,24.0,24.0,46.213839285714286,36.26145833333334,51.759375,48.979166666666664,78.52380952380952,57.77083333333333,99.5,66.63541666666667,0.0,0.0,0.0,0.0,6.015773809523809,3.3760416666666666,8.354166666666666,4.54375,1.7829999999999997,1.08125,0.0775,0.014,0.014,0.0
2010-11,2010,2011,29,37,8,May,5,2011,2,D,0,2011-05-14,2011-05-08,2011-05-14,7,164.5,23.5,24.0,24.0,50.25997023809523,46.25833333333333,56.36354166666666,55.958333333333336,71.50744047619048,58.947916666666664,85.14583333333334,85.14583333333334,0.0,0.0,0.0,0.0,6.152678571428572,3.546875,8.107291666666667,5.351041666666667,0.2165,0.2125,0.2125,0.0,0.0,0.0
2009-10,2009,2010,1,4,1,October,10,2009,4,D,0,2009-10-24,2009-10-18,2009-10-24,7,128.5,18.357142857142858,22.75,20.75,38.5016369047619,32.27291666666667,46.41354166666667,40.16770833333334,81.73363095238093,73.86458333333333,96.125,96.125,0.036010416666666656,0.00515625,0.079,0.00515625,5.673660714285715,3.222916666666667,11.040625,11.040625,1.2617500000000001,0.96225,0.96225,0.12425,0.08975,0.0
2009-10,2009,2010,2,5,1,October,10,2009,5,D,0,2009-10-31,2009-10-25,2009-10-31,7,151.75,21.678571428571427,24.0,24.0,42.8141369047619,37.82291666666667,52.333333333333336,52.333333333333336,83.73809523809526,69.66666666666667,96.47916666666669,83.67708333333334,0.0,0.0,0.0,0.0,6.568601190476191,2.361458333333333,12.980208333333334,12.980208333333334,0.9864999999999999,0.42875,0.3057499999999999,0.0,0.0,0.0
2009-10,2009,2010,3,6,2,November,11,2009,1,D,0,2009-11-07,2009-11-01,2009-11-07,7,99.5,14.214285714285714,23.25,9.25,34.13720238095238,29.588541666666664,42.56666666666667,31.960416666666667,77.33482142857143,70.54166666666667,85.84375,71.76041666666667,0.009477678571428573,0.0,0.033,0.033,5.69389880952381,3.3552083333333336,7.964583333333334,5.528124999999999,0.08950000000000001,0.05775,0.0,0.2225,0.1525,0.0
2009-10,2009,2010,4,7,2,November,11,2009,2,D,0,2009-11-14,2009-11-08,2009-11-14,7,131.0,18.714285714285715,24.0,20.5,39.14449404761905,33.06979166666667,46.553125,37.91666666666667,75.72619047619048,67.8125,86.3125,86.3125,0.004517857142857143,0.0,0.02578125,0.0,5.492410714285714,2.95,7.297916666666667,5.834375,0.6015,0.5985,0.5985,0.0,0.0,0.0
2009-10,2009,2010,5,8,2,November,11,2009,3,D,0,2009-11-21,2009-11-15,2009-11-21,7,130.25,18.607142857142858,24.0,22.75,39.11398809523809,32.51145833333334,47.02604166666667,40.751041666666666,83.6875,73.85416666666667,98.59375,88.0625,0.0,0.0,0.0,0.0,5.917113095238095,3.4208333333333334,8.319791666666667,8.319791666666667,0.9962499999999999,0.56275,0.071,0.0,0.0,0.0
2009-10,2009,2010,6,9,2,November,11,2009,4,D,0,2009-11-28,2009-11-22,2009-11-28,7,133.75,19.107142857142858,24.0,17.75,36.7639880952381,32.80729166666667,41.7,32.80729166666667,91.81547619047619,84.55208333333334,97.13541666666669,89.17708333333333,0.037077380952380945,0.0,0.2595416666666666,0.2595416666666666,6.2212797619047615,3.294791666666667,15.266666666666666,15.266666666666666,0.5740000000000001,0.3285,0.3285,4.89975,4.741,4.741
2009-10,2009,2010,7,11,3,December,12,2009,1,D,0,2009-12-05,2009-11-29,2009-12-05,7,96.0,13.714285714285714,21.75,9.5,33.27931547619048,26.645833333333336,42.66458333333333,29.817708333333332,82.19494047619048,69.01041666666667,92.84375,76.65625,0.20225892857142855,0.0588541666666666,0.33925,0.06021875,6.4745535714285705,2.9072916666666666,9.95625,2.9072916666666666,1.1835,0.8582500000000001,0.0,0.6785,0.39375,0.39375
2009-10,2009,2010,8,12,3,December,12,2009,2,B,2,2009-12-12,2009-12-06,2009-12-12,7,11.5,1.6428571428571428,6.75,0.0,21.701488095238098,11.716666666666669,28.364583333333336,11.716666666666669,75.11904761904762,69.48958333333334,80.57291666666666,71.47916666666667,0.38540476190476186,0.11828125,0.6759375,0.6759375,8.036458333333334,4.334375,11.705208333333331,8.866666666666667,0.0655,0.0605,0.0,7.51475,4.92025,0.0
2009-10,2009,2010,9,13,3,December,12,2009,3,B,2,2009-12-19,2009-12-13,2009-12-19,7,23.5,3.357142857142857,10.75,0.0,13.316964285714286,-0.0979166666666662,30.632291666666667,2.2395833333333335,79.79017857142857,68.25,93.40625,68.25,0.8826473214285714,0.6838020833333333,0.9509166666666666,0.94084375,6.860714285714286,4.194791666666666,10.230208333333334,4.663541666666667,0.038,0.028,0.0,4.26,1.84675,0.0
2009-10,2009,2010,10,14,3,December,12,2009,4,C,1,2009-12-26,2009-12-20,2009-12-26,7,2.75,0.39285714285714285,1.5,0.75,13.794642857142858,7.119791666666667,24.65,24.65,82.12351190476191,76.02083333333333,89.71875,85.75,0.9766026785714287,0.925375,1.03471875,1.00453125,7.177083333333334,2.91875,9.861458333333331,9.24375,0.025,0.025,0.025,1.03475,0.78325,0.098
2009-10,2009,2010,11,16,4,January,1,2010,1,A,3,2010-01-02,2009-12-27,2010-01-02,7,22.25,3.1785714285714284,18.25,0.0,17.747916666666665,-0.6718750000000002,34.821875,21.463541666666664,84.39880952380952,74.36458333333333,91.47916666666666,90.22916666666666,1.0534791666666667,0.8876979166666668,1.1828541666666663,1.1828541666666663,6.844047619047619,3.433333333333333,11.1,6.304166666666667,0.70925,0.70725,0.0,4.792000000000001,1.57125,1.50425
2009-10,2009,2010,12,17,4,January,1,2010,2,A,3,2010-01-09,2010-01-03,2010-01-09,7,0.0,0.0,0.0,0.0,13.22455357142857,7.142708333333333,16.91041666666667,7.142708333333333,84.19791666666667,79.21875,86.38541666666667,79.21875,1.6249389880952378,1.47775,1.67678125,1.67678125,7.011607142857143,4.35,9.663541666666667,8.940625,0.0,0.0,0.0,5.784,3.4445,0.217
2009-10,2009,2010,13,18,4,January,1,2010,3,A,3,2010-01-16,2010-01-10,2010-01-16,7,14.5,2.0714285714285716,8.0,6.5,13.733928571428569,-1.0500000000000005,28.347916666666663,28.347916666666663,80.93601190476191,72.72916666666667,88.07291666666667,88.07291666666667,1.6146458333333331,1.5248125,1.6611145833333334,1.5248125,5.780505952380952,4.480208333333334,7.776041666666666,6.282291666666667,0.003,0.003,0.0,0.67625,0.21625,0.035
2009-10,2009,2010,14,19,4,January,1,2010,4,B,2,2010-01-23,2010-01-17,2010-01-23,7,18.5,2.642857142857143,6.75,0.0,21.656994047619047,10.95,28.753125,10.95,86.16964285714286,77.8125,91.20833333333331,77.8125,1.5066696428571427,1.4763958333333334,1.5324166666666663,1.49484375,4.244345238095238,2.2104166666666667,5.376041666666667,3.85,0.0,0.0,0.0,2.2,1.09075,0.0
2009-10,2009,2010,15,20,4,January,1,2010,5,B,2,2010-01-30,2010-01-24,2010-01-30,7,34.75,4.964285714285714,21.25,0.0,17.414285714285715,-6.319791666666666,39.89375,-6.319791666666666,74.55059523809523,62.21875,90.96875,68.89583333333333,1.1899553571428572,1.06590625,1.46928125,1.15409375,8.837500000000002,5.754166666666666,13.74375,6.785416666666666,0.87875,0.79325,0.0,1.22575,0.6152500000000001,0.0
2009-10,2009,2010,16,21,5,February,2,2010,1,B,2,2010-02-06,2010-01-31,2010-02-06,7,0.0,0.0,0.0,0.0,7.747172619047619,-0.8031250000000001,14.45,3.6604166666666664,71.60565476190477,68.95833333333334,75.375,72.73958333333334,1.1865997023809525,1.14825,1.22053125,1.214,5.574255952380953,2.9364583333333334,8.407291666666666,5.79375,0.0,0.0,0.0,0.8142499999999999,0.34025,0.0
2009-10,2009,2010,17,22,5,February,2,2010,2,B,2,2010-02-13,2010-02-07,2010-02-13,7,3.25,0.4642857142857143,3.25,0.0,13.38779761904762,6.369791666666666,19.6,12.289583333333333,78.0997023809524,75.55208333333333,82.1875,76.46875,1.2202127976190478,1.1975,1.23815625,1.1975,6.578125,4.13125,9.413541666666667,5.1000000000000005,0.0,0.0,0.0,0.52375,0.3355,0.014
2009-10,2009,2010,18,23,5,February,2,2010,3,B,2,2010-02-20,2010-02-14,2010-02-20,7,9.0,1.2857142857142858,4.0,4.0,21.663095238095234,18.144791666666663,25.56666666666667,25.56666666666667,79.23065476190477,73.98958333333334,85.58333333333333,81.39583333333333,1.2518690476190475,1.209875,1.3156875,1.3156875,7.223958333333334,4.169791666666667,10.148958333333333,8.077083333333333,0.0,0.0,0.0,2.599,0.87175,0.29975
2009-10,2009,2010,19,24,5,February,2,2010,4,A,3,2010-02-27,2010-02-21,2010-02-27,7,62.25,8.892857142857142,18.0,8.25,28.74955357142857,21.922916666666666,34.63854166666667,29.369791666666668,82.99107142857143,77.04166666666667,90.20833333333331,84.25,1.7422395833333335,1.3168541666666664,2.177614583333334,2.1525208333333334,7.68110119047619,4.59375,12.561458333333334,5.798958333333333,0.4965,0.288,0.016,16.386,9.94925,1.077
2009-10,2009,2010,20,26,6,March,3,2010,1,B,2,2010-03-06,2010-02-28,2010-03-06,7,39.25,5.607142857142857,8.0,6.75,26.40342261904762,22.928125,29.358333333333334,23.986458333333335,78.96875,63.0,87.72916666666666,63.0,1.9904761904761907,1.87196875,2.1208645833333333,1.87196875,6.775744047619048,4.159375,10.065625,6.057291666666667,0.002,0.001,0.0,0.5895,0.51275,0.0
2009-10,2009,2010,21,27,6,March,3,2010,2,B,2,2010-03-13,2010-03-07,2010-03-13,7,74.5,10.642857142857142,16.5,14.75,29.916369047619046,24.934375000000003,34.05625,33.516666666666666,72.61011904761905,63.96875,84.03125,63.96875,1.6781056547619049,1.4979062499999998,1.83553125,1.4979062499999998,5.795833333333333,2.8510416666666667,8.759375,8.759375,0.005,0.005,0.0,0.0,0.0,0.0
2009-10,2009,2010,22,28,6,March,3,2010,3,C,1,2010-03-20,2010-03-14,2010-03-20,7,126.25,18.035714285714285,20.25,19.75,37.361607142857146,32.790625,40.71458333333333,39.12916666666666,70.4985119047619,58.239583333333336,81.9375,76.07291666666667,1.303925595238095,0.9435416666666666,1.5348125,0.9435416666666666,7.013392857142857,5.116666666666667,11.1,6.386458333333334,0.4895,0.3125,0.004,1.73125,0.938,0.0
2009-10,2009,2010,23,29,6,March,3,2010,4,C,1,2010-03-27,2010-03-21,2010-03-27,7,81.5,11.642857142857142,18.0,4.5,31.024553571428577,20.010416666666664,36.890625,20.010416666666664,72.63392857142858,39.197916666666664,97.92708333333334,39.197916666666664,0.6350863095238095,0.510125,0.8430208333333333,0.510125,6.280803571428571,3.028125,11.216666666666663,3.4875,1.444,1.009,0.0,1.209,0.7322500000000001,0.0
2009-10,2009,2010,24,31,7,April,4,2010,1,C,1,2010-04-03,2010-03-28,2010-04-03,7,132.25,18.892857142857142,24.0,24.0,41.49851190476191,27.491666666666667,58.8625,58.8625,81.56547619047619,57.57291666666667,97.46875,67.03125,0.3027886904761905,0.03196875,0.50703125,0.03196875,7.081696428571429,2.6291666666666664,9.3875,7.140625,1.1,0.4235,0.0,0.5447500000000001,0.47575,0.0
2009-10,2009,2010,25,32,7,April,4,2010,2,D,0,2010-04-10,2010-04-04,2010-04-10,7,158.5,22.642857142857142,24.0,15.5,47.633630952380955,35.40416666666667,53.959375,35.40416666666667,72.33184523809523,57.625,90.29166666666669,57.625,0.0009330357142857143,0.0,0.00653125,0.00653125,7.404166666666667,4.494791666666667,11.297916666666666,11.297916666666666,0.936,0.4655,0.001,0.22175,0.22175,0.22175
2009-10,2009,2010,26,33,7,April,4,2010,3,D,0,2010-04-17,2010-04-11,2010-04-17,7,138.25,19.75,21.0,19.75,38.67380952380952,35.50833333333333,41.625,35.50833333333333,66.08184523809523,49.96875,92.44791666666666,92.44791666666666,0.02681398809523808,0.0,0.1021041666666666,0.1021041666666666,6.580059523809524,4.021875,9.15625,7.292708333333334,0.87425,0.4155,0.36775,1.82775,1.4475,0.35925
